state,model,value
UT,MITSUBISHI,12
UT,LAMBORGHINI,6
UT,JAGUAR,12
UT,TOYOTA OWNERS,12
UT,SHELBY GT350,2
UT,TESLA ENERGY,6
UT,BMW I,6
UT,HONDA,6
UT,TOYOTA,12
MO,BMW,2
MO,HONDA,6
MO,MERCEDES-BENZ,6
MO,SHELBY GT500,2
MO,FIAT 500 ABARTH,6
MO,TESLA ENERGY,2
MO,CADILLAC,2
MO,GMC TERRAIN,2
MO,TESLA,6
MO,FORD,8
MO,VOLVO,6
MN,PLYMOUTH BELVEDERE,6
MN,DODGE DART GT,2
MN,TOYOTA,10
MN,HONDA,-4
MN,VOLVO,6
MN,WALSER MAZDA,2
MN,CHEVROLET,-4
MN,MITSUBISHI,6
MN,SUZUKI,-4
MN,BENTLEY,6
MN,VOLKSWAGEN,6
MN,CHEVORLET,10
MN,TOYOTA SUPRA,2
MN,MINI BURGERS,6
MN,BUICK,4
MN,AUDI,18
MN,KIA,12
MN,NISSAN,2
MN,FORD EVERYDAY,12
MN,1937 FORD,2
MN,BUGATTI,6
MN,LAMBORGHINI,0
MN,TESLA,20
MN,FORD,12
MN,MORGAN STANLEY WEALTH,6
MN,BMW,20
MN,GEO,6
MI,CADILLAC CTS,6
MI,MERCURY MONTCLAIR,6
MI,NISSAN JUKE,4
MI,SHELBY GT350,6
MI,SUZUKI,4
MI,TOYOTA,38
MI,LAMBORGHINI,6
MI,HONDA PILOT.,2
MI,DODGE CORONET,4
MI,TOYOTA SIENNA,2
MI,MAZDA,12
MI,FORD FLEX,2
MI,PONTIAC,10
MI,PLYMOUTH FARMERS MARKET,2
MI,MERCURY,12
MI,HONDA,12
MI,FORD MOTOR CO.,6
MI,AMERICAN EAGLE OUTFITTERS,6
MI,MERCURY GRAND MARQUIS,6
MI,AUDI,10
MI,HENRY FORD,12
MI,VOLVO,8
MI,FORD,46
MI,SUBARU OUTBACK,6
MI,TESLA,16
MI,VOLKSWAGEN GROUP,2
MI,PONTIAC METAL,6
MI,KIA,6
MI,VOLKSWAGEN,6
MI,TESLA MOTOR,2
MI,CAPRESSO MINI DRIP,6
MI,HONDA RACING,12
MI,MCLAREN,6
MI,BMW,24
MI,BUGATTI TYPE 13,6
MI,SHELBY,12
MI,VARSITY FORD,12
MI,BUICK VERANO,4
MI,CHEVROLET,6
KS,AUDI,6
KS,HONDA,6
KS,PONTIAC,2
KS,FORD,12
KS,MERCURY,6
KS,TESLA MOTORS,6
KS,VOLKSWAGEN,2
KS,SUZUKI,2
KS,1957 FORD,2
KS,KIA,6
KS,TESLA,-2
MT,BMW,18
MT,SUBARU,6
MT,FORD,6
MT,AUDI,2
MT,TESLA,6
MT,TOYOTA,18
MT,GMC,6
MS,VOLKSWAGEN,2
MS,BMW,18
MS,TOYOTA,6
MS,FORD,18
MS,CHEVORLET,6
SC,TOYOTA,2
SC,GEO GROUP,6
SC,VOLVO,16
SC,HONDA,8
SC,GMC,6
SC,TESLA,6
SC,COOKIESWEETCR SMART,2
SC,BMW,24
SC,FORD,8
SC,SMART BALANCE,6
SC,JEEP,30
KY,BENTLEY,6
KY,AUDI,44
KY,CHEVROLET,2
KY,BMW,6
KY,VOLVO,14
KY,LINCOLN MKZ,18
KY,TOYOTA,2
KY,HYUNDAI SONATA,12
KY,FORD,46
KY,TESLA,6
KY,NISSAN,6
OR,BMW,20
OR,MAZDA CX-9,6
OR,NISSAN STANZA,2
OR,ISUZU RODEO,6
OR,HYUNDAI,10
OR,VOLKSWAGEN PASSAT,2
OR,FORD FOOD,6
OR,LEXUS,12
OR,KIA,10
OR,TOYOTA,34
OR,CHEVROLET TAHOE,4
OR,HONDA PILOT,2
OR,CADILLAC,6
OR,TESLA ENERGY,2
OR,BENTLEY,12
OR,FORD,16
OR,PONTIAC G6,4
OR,MERCURY,2
OR,LOTUS ACUPUNCTURE LLC,2
OR,LAMBORGHINI,18
OR,MITSUBISHI,8
OR,HONDA,22
OR,NISSAN,4
OR,CHRYSLER PACIFICA,2
OR,KIA SPECTRA,2
OR,CHRYSLER,2
OR,LINCOLN MKZ,6
OR,SUBARU,6
OR,CADILLAC RECORDS,6
OR,VOLKSWAGEN NEW BEETLE,12
OR,CHEVROLET SUBURBAN,4
OR,TESLA,32
OR,AUDI,50
OR,VOLKSWAGEN,6
OR,HYUNDAI SANTA FE,8
OR,SCION,2
OR,AUSTIN POWERS,2
OR,VOLVO V70,8
OR,TOYOTA HIGHLANDER,2
SD,TESLA,6
SD,BMW,6
SD,TOYOTA OWNERS,12
